stage,gin,barcode,induct_at_ms,print_station_at_ms,verification_at_ms,expected_printer,expected_verification_barcode,expected_outcome,required_log_markers
9,104,PNA-STG9-0077,76000,79000,82000,,PNA-STG9-0077123,ship,"Gin: 104 barcode: PNA-STG9-0077 | Label data stored for Barcode: PNA-STG9-0077 | Sending Label to printer : PNA-STG9-0077 | [Verification SUCCESS] GIN 104 matches expected barcode PNA-STG9-0077123"
9,105,PNA-STG9-0078,77000,80000,83000,,PNA-STG9-0078123,ship,"Gin: 105 barcode: PNA-STG9-0078 | Label data stored for Barcode: PNA-STG9-0078 | Sending Label to printer : PNA-STG9-0078 | [Verification SUCCESS] GIN 105 matches expected barcode PNA-STG9-0078123"
9,106,PNA-STG9-0079,78000,81000,84000,,PNA-STG9-0079123,ship,"Gin: 106 barcode: PNA-STG9-0079 | Label data stored for Barcode: PNA-STG9-0079 | Sending Label to printer : PNA-STG9-0079 | [Verification SUCCESS] GIN 106 matches expected barcode PNA-STG9-0079123"
9,107,PNA-STG9-0080,79000,82000,85000,,PNA-STG9-0080123,ship,"Gin: 107 barcode: PNA-STG9-0080 | Label data stored for Barcode: PNA-STG9-0080 | Sending Label to printer : PNA-STG9-0080 | [Verification SUCCESS] GIN 107 matches expected barcode PNA-STG9-0080123"
9,108,PNA-STG9-0081,80000,83000,86000,,PNA-STG9-0081123,ship,"Gin: 108 barcode: PNA-STG9-0081 | Label data stored for Barcode: PNA-STG9-0081 | Sending Label to printer : PNA-STG9-0081 | [Verification SUCCESS] GIN 108 matches expected barcode PNA-STG9-0081123"
9,109,PNA-STG9-0082,81000,84000,87000,,PNA-STG9-0082123,ship,"Gin: 109 barcode: PNA-STG9-0082 | Label data stored for Barcode: PNA-STG9-0082 | Sending Label to printer : PNA-STG9-0082 | [Verification SUCCESS] GIN 109 matches expected barcode PNA-STG9-0082123"
9,110,PNA-STG9-0083,82000,85000,88000,,PNA-STG9-0083123,ship,"Gin: 110 barcode: PNA-STG9-0083 | Label data stored for Barcode: PNA-STG9-0083 | Sending Label to printer : PNA-STG9-0083 | [Verification SUCCESS] GIN 110 matches expected barcode PNA-STG9-0083123"
9,111,PNA-STG9-0084,83000,86000,89000,,PNA-STG9-0084123,ship,"Gin: 111 barcode: PNA-STG9-0084 | Label data stored for Barcode: PNA-STG9-0084 | Sending Label to printer : PNA-STG9-0084 | [Verification SUCCESS] GIN 111 matches expected barcode PNA-STG9-0084123"
9,112,PNA-STG9-0085,84000,87000,90000,,PNA-STG9-0085123,ship,"Gin: 112 barcode: PNA-STG9-0085 | Label data stored for Barcode: PNA-STG9-0085 | Sending Label to printer : PNA-STG9-0085 | [Verification SUCCESS] GIN 112 matches expected barcode PNA-STG9-0085123"
9,113,PNA-STG9-0086,85000,88000,91000,,PNA-STG9-0086123,ship,"Gin: 113 barcode: PNA-STG9-0086 | Label data stored for Barcode: PNA-STG9-0086 | Sending Label to printer : PNA-STG9-0086 | [Verification SUCCESS] GIN 113 matches expected barcode PNA-STG9-0086123"
9,114,PNA-STG9-0087,86000,89000,92000,,PNA-STG9-0087123,ship,"Gin: 114 barcode: PNA-STG9-0087 | Label data stored for Barcode: PNA-STG9-0087 | Sending Label to printer : PNA-STG9-0087 | [Verification SUCCESS] GIN 114 matches expected barcode PNA-STG9-0087123"
9,115,PNA-STG9-0088,87000,90000,93000,,PNA-STG9-0088123,ship,"Gin: 115 barcode: PNA-STG9-0088 | Label data stored for Barcode: PNA-STG9-0088 | Sending Label to printer : PNA-STG9-0088 | [Verification SUCCESS] GIN 115 matches expected barcode PNA-STG9-0088123"
9,116,PNA-STG9-0089,88000,91000,94000,,PNA-STG9-0089123,ship,"Gin: 116 barcode: PNA-STG9-0089 | Label data stored for Barcode: PNA-STG9-0089 | Sending Label to printer : PNA-STG9-0089 | [Verification SUCCESS] GIN 116 matches expected barcode PNA-STG9-0089123"
9,117,PNA-STG9-0090,89000,92000,95000,,PNA-STG9-0090123,ship,"Gin: 117 barcode: PNA-STG9-0090 | Label data stored for Barcode: PNA-STG9-0090 | Sending Label to printer : PNA-STG9-0090 | [Verification SUCCESS] GIN 117 matches expected barcode PNA-STG9-0090123"
9,118,PNA-STG9-0091,90000,93000,96000,,PNA-STG9-0091123,ship,"Gin: 118 barcode: PNA-STG9-0091 | Label data stored for Barcode: PNA-STG9-0091 | Sending Label to printer : PNA-STG9-0091 | [Verification SUCCESS] GIN 118 matches expected barcode PNA-STG9-0091123"
9,119,PNA-STG9-0092,91000,94000,97000,,PNA-STG9-0092123,ship,"Gin: 119 barcode: PNA-STG9-0092 | Label data stored for Barcode: PNA-STG9-0092 | Sending Label to printer : PNA-STG9-0092 | [Verification SUCCESS] GIN 119 matches expected barcode PNA-STG9-0092123"
9,120,PNA-STG9-0093,92000,95000,98000,,PNA-STG9-0093123,ship,"Gin: 120 barcode: PNA-STG9-0093 | Label data stored for Barcode: PNA-STG9-0093 | Sending Label to printer : PNA-STG9-0093 | [Verification SUCCESS] GIN 120 matches expected barcode PNA-STG9-0093123"
9,121,PNA-STG9-0094,93000,96000,99000,,PNA-STG9-0094123,ship,"Gin: 121 barcode: PNA-STG9-0094 | Label data stored for Barcode: PNA-STG9-0094 | Sending Label to printer : PNA-STG9-0094 | [Verification SUCCESS] GIN 121 matches expected barcode PNA-STG9-0094123"
9,122,PNA-STG9-0095,94000,97000,100000,,PNA-STG9-0095123,ship,"Gin: 122 barcode: PNA-STG9-0095 | Label data stored for Barcode: PNA-STG9-0095 | Sending Label to printer : PNA-STG9-0095 | [Verification SUCCESS] GIN 122 matches expected barcode PNA-STG9-0095123"
9,123,PNA-STG9-0096,95000,98000,101000,,PNA-STG9-0096123,ship,"Gin: 123 barcode: PNA-STG9-0096 | Label data stored for Barcode: PNA-STG9-0096 | Sending Label to printer : PNA-STG9-0096 | [Verification SUCCESS] GIN 123 matches expected barcode PNA-STG9-0096123"
9,124,PNA-STG9-0097,96000,99000,102000,,PNA-STG9-0097123,ship,"Gin: 124 barcode: PNA-STG9-0097 | Label data stored for Barcode: PNA-STG9-0097 | Sending Label to printer : PNA-STG9-0097 | [Verification SUCCESS] GIN 124 matches expected barcode PNA-STG9-0097123"
9,125,PNA-STG9-0098,97000,100000,103000,,PNA-STG9-0098123,ship,"Gin: 125 barcode: PNA-STG9-0098 | Label data stored for Barcode: PNA-STG9-0098 | Sending Label to printer : PNA-STG9-0098 | [Verification SUCCESS] GIN 125 matches expected barcode PNA-STG9-0098123"
9,126,PNA-STG9-0099,98000,101000,104000,,PNA-STG9-0099123,ship,"Gin: 126 barcode: PNA-STG9-0099 | Label data stored for Barcode: PNA-STG9-0099 | Sending Label to printer : PNA-STG9-0099 | [Verification SUCCESS] GIN 126 matches expected barcode PNA-STG9-0099123"
9,127,PNA-STG9-0100,99000,102000,105000,,PNA-STG9-0100123,ship,"Gin: 127 barcode: PNA-STG9-0100 | Label data stored for Barcode: PNA-STG9-0100 | Sending Label to printer : PNA-STG9-0100 | [Verification SUCCESS] GIN 127 matches expected barcode PNA-STG9-0100123"
